# x, y, theta, v_l, v_r
14.38, 389.98, 1.820, 24.93, 24.93
14.32, 390.23, 1.820, 24.93, 24.93
14.26, 390.47, 1.820, 24.93, 24.93
14.20, 390.71, 1.820, 24.93, 24.93
14.13, 390.95, 1.820, 24.93, 24.93
14.07, 391.19, 1.820, 24.93, 24.93
14.01, 391.43, 1.820, 24.93, 24.93
13.95, 391.68, 1.820, 24.93, 24.93
13.89, 391.92, 1.820, 24.93, 24.93
13.83, 392.16, 1.820, 24.93, 24.93
13.77, 392.40, 1.820, 24.93, 24.93
13.70, 392.64, 1.820, 24.93, 24.93
13.64, 392.88, 1.820, 24.93, 24.93
13.58, 393.12, 1.820, 24.93, 24.93
13.52, 393.37, 1.820, 24.93, 24.93
13.46, 393.61, 1.820, 24.93, 24.93
13.40, 393.85, 1.820, 24.93, 24.93
13.33, 394.09, 1.820, 24.93, 24.93
13.27, 394.33, 1.820, 24.93, 24.93
13.21, 394.57, 1.820, 24.93, 24.93
13.15, 394.82, 1.820, 24.93, 24.93
13.09, 395.06, 1.820, 24.93, 24.93
13.03, 395.30, 1.820, 24.93, 24.93
12.97, 395.54, 1.820, 24.93, 24.93
12.90, 395.78, 1.820, 24.93, 24.93
12.84, 396.02, 1.820, 24.93, 24.93
12.78, 396.27, 1.820, 24.93, 24.93
12.72, 396.51, 1.820, 24.93, 24.93
12.66, 396.75, 1.820, 24.93, 24.93
12.60, 396.99, 1.820, 24.93, 24.93
12.54, 397.23, 1.820, 24.93, 24.93
12.47, 397.47, 1.820, 24.93, 24.93
12.41, 397.71, 1.820, 24.93, 24.93
12.35, 397.96, 1.820, 24.93, 24.93
12.29, 398.20, 1.820, 24.93, 24.93
12.23, 398.44, 1.820, 24.93, 24.93
12.17, 398.68, 1.820, 24.93, 24.93
12.11, 398.92, 1.820, 24.93, 24.93
12.04, 399.16, 1.820, 24.93, 24.93
11.98, 399.41, 1.820, 24.93, 24.93
11.92, 399.65, 1.820, 24.93, 24.93
11.86, 399.89, 1.820, 24.93, 24.93
11.80, 400.13, 1.820, 24.93, 24.93
11.74, 400.37, 1.820, 24.93, 24.93
11.67, 400.61, 1.820, 24.93, 24.93
11.61, 400.85, 1.820, 24.93, 24.93
11.55, 401.10, 1.820, 24.93, 24.93
11.49, 401.34, 1.820, 24.93, 24.93
11.43, 401.58, 1.820, 24.93, 24.93
11.37, 401.82, 1.820, 24.93, 24.93
11.31, 402.06, 1.820, 24.93, 24.93
11.24, 402.30, 1.820, 24.93, 24.93
11.18, 402.55, 1.820, 24.93, 24.93
11.12, 402.79, 1.820, 24.93, 24.93
11.06, 403.03, 1.820, 24.93, 24.93
11.00, 403.27, 1.820, 24.93, 24.93
10.94, 403.51, 1.820, 24.93, 24.93
10.88, 403.75, 1.820, 24.93, 24.93
10.81, 404.00, 1.820, 24.93, 24.93
10.75, 404.24, 1.820, 24.93, 24.93
10.69, 404.48, 1.820, 24.93, 24.93
10.63, 404.72, 1.820, 24.93, 24.93
10.57, 404.96, 1.820, 24.93, 24.93
10.51, 405.20, 1.820, 24.93, 24.93
10.44, 405.44, 1.820, 24.93, 24.93
10.38, 405.69, 1.820, 24.93, 24.93
10.32, 405.93, 1.820, 24.93, 24.93
10.26, 406.17, 1.820, 24.93, 24.93
10.20, 406.41, 1.820, 24.93, 24.93
10.14, 406.65, 1.820, 24.93, 24.93
10.08, 406.89, 1.820, 24.93, 24.93
10.01, 407.14, 1.820, 24.93, 24.93
9.95, 407.38, 1.820, 24.93, 24.93
9.93, 407.53, 1.632, 24.93, 6.16
9.91, 407.78, 1.632, 24.93, 24.93
9.92, 407.94, 1.445, 24.93, 6.16
9.95, 408.08, 1.257, 24.93, 6.16
10.03, 408.32, 1.257, 24.93, 24.93
10.11, 408.56, 1.257, 24.93, 24.93
10.18, 408.79, 1.257, 24.93, 24.93
10.26, 409.03, 1.257, 24.93, 24.93
10.32, 409.16, 1.069, 24.93, 6.16
10.44, 409.38, 1.069, 24.93, 24.93
10.56, 409.60, 1.069, 24.93, 24.93
10.68, 409.82, 1.069, 24.93, 24.93
10.80, 410.04, 1.069, 24.93, 24.93
10.92, 410.26, 1.069, 24.93, 24.93
11.04, 410.47, 1.069, 24.93, 24.93
11.16, 410.69, 1.069, 24.93, 24.93
11.28, 410.91, 1.069, 24.93, 24.93
11.40, 411.13, 1.069, 24.93, 24.93
11.52, 411.35, 1.069, 24.93, 24.93
11.64, 411.57, 1.069, 24.93, 24.93
11.76, 411.79, 1.069, 24.93, 24.93
11.88, 412.00, 1.069, 24.93, 24.93
12.00, 412.22, 1.069, 24.93, 24.93
12.12, 412.44, 1.069, 24.93, 24.93
12.24, 412.66, 1.069, 24.93, 24.93
12.36, 412.88, 1.069, 24.93, 24.93
12.48, 413.10, 1.069, 24.93, 24.93
12.60, 413.32, 1.069, 24.93, 24.93
12.72, 413.53, 1.069, 24.93, 24.93
12.84, 413.75, 1.069, 24.93, 24.93
12.96, 413.97, 1.069, 24.93, 24.93
13.08, 414.19, 1.069, 24.93, 24.93
13.20, 414.41, 1.069, 24.93, 24.93
13.32, 414.63, 1.069, 24.93, 24.93
13.44, 414.85, 1.069, 24.93, 24.93
13.56, 415.06, 1.069, 24.93, 24.93
13.68, 415.28, 1.069, 24.93, 24.93
13.80, 415.50, 1.069, 24.93, 24.93
13.92, 415.72, 1.069, 24.93, 24.93
14.04, 415.94, 1.069, 24.93, 24.93
14.16, 416.16, 1.069, 24.93, 24.93
14.28, 416.38, 1.069, 24.93, 24.93
14.40, 416.59, 1.069, 24.93, 24.93
14.52, 416.81, 1.069, 24.93, 24.93
14.52, 416.81, 1.192, -6.16, 6.16
14.52, 416.81, 1.316, -6.16, 6.16
14.52, 416.81, 1.439, -6.16, 6.16
14.52, 416.81, 1.562, -6.16, 6.16
14.52, 416.81, 1.685, -6.16, 6.16
14.52, 416.81, 1.808, -6.16, 6.16
14.52, 416.81, 1.931, -6.16, 6.16
14.52, 416.81, 2.055, -6.16, 6.16
14.52, 416.81, 2.178, -6.16, 6.16
14.52, 416.81, 2.301, -6.16, 6.16
14.52, 416.81, 2.424, -6.16, 6.16
14.47, 416.85, 2.424, 6.16, 6.16
14.34, 416.92, 2.612, 6.16, 24.93
14.13, 417.05, 2.612, 24.93, 24.93
13.91, 417.17, 2.612, 24.93, 24.93
13.70, 417.30, 2.612, 24.93, 24.93
13.48, 417.42, 2.612, 24.93, 24.93
13.27, 417.55, 2.612, 24.93, 24.93
13.05, 417.68, 2.612, 24.93, 24.93
12.84, 417.80, 2.612, 24.93, 24.93
12.62, 417.93, 2.612, 24.93, 24.93
12.41, 418.05, 2.612, 24.93, 24.93
12.19, 418.18, 2.612, 24.93, 24.93
11.98, 418.31, 2.612, 24.93, 24.93
11.76, 418.43, 2.612, 24.93, 24.93
11.55, 418.56, 2.612, 24.93, 24.93
11.33, 418.68, 2.612, 24.93, 24.93
11.12, 418.81, 2.612, 24.93, 24.93
10.90, 418.94, 2.612, 24.93, 24.93
10.69, 419.06, 2.612, 24.93, 24.93
10.47, 419.19, 2.612, 24.93, 24.93
10.26, 419.31, 2.612, 24.93, 24.93
10.04, 419.44, 2.612, 24.93, 24.93
9.83, 419.57, 2.612, 24.93, 24.93
9.61, 419.69, 2.612, 24.93, 24.93
9.40, 419.82, 2.612, 24.93, 24.93
9.40, 419.82, 2.489, 6.16, -6.16
9.40, 419.82, 2.366, 6.16, -6.16
9.40, 419.82, 2.242, 6.16, -6.16
9.40, 419.82, 2.119, 6.16, -6.16
9.36, 419.87, 2.119, 6.16, 6.16
9.30, 420.02, 1.931, 24.93, 6.16
9.21, 420.26, 1.931, 24.93, 24.93
9.12, 420.49, 1.931, 24.93, 24.93
9.03, 420.72, 1.931, 24.93, 24.93
8.99, 420.88, 1.744, 24.93, 6.16
8.95, 421.12, 1.744, 24.93, 24.93
8.90, 421.37, 1.744, 24.93, 24.93
8.86, 421.62, 1.744, 24.93, 24.93
8.82, 421.86, 1.744, 24.93, 24.93
8.78, 422.11, 1.744, 24.93, 24.93
8.73, 422.35, 1.744, 24.93, 24.93
8.72, 422.51, 1.556, 24.93, 6.16
8.72, 422.76, 1.556, 24.93, 24.93
8.74, 422.91, 1.368, 24.93, 6.16
8.79, 423.15, 1.368, 24.93, 24.93
8.84, 423.40, 1.368, 24.93, 24.93
8.89, 423.54, 1.181, 24.93, 6.16
8.98, 423.77, 1.181, 24.93, 24.93
9.08, 424.00, 1.181, 24.93, 24.93
9.17, 424.23, 1.181, 24.93, 24.93
9.27, 424.46, 1.181, 24.93, 24.93
9.36, 424.69, 1.181, 24.93, 24.93
9.43, 424.81, 0.993, 24.93, 6.16
9.57, 425.02, 0.993, 24.93, 24.93
9.71, 425.23, 0.993, 24.93, 24.93
9.84, 425.44, 0.993, 24.93, 24.93
9.98, 425.65, 0.993, 24.93, 24.93
10.11, 425.86, 0.993, 24.93, 24.93
10.25, 426.07, 0.993, 24.93, 24.93
10.39, 426.28, 0.993, 24.93, 24.93
10.52, 426.48, 0.993, 24.93, 24.93
10.66, 426.69, 0.993, 24.93, 24.93
10.79, 426.90, 0.993, 24.93, 24.93
10.93, 427.11, 0.993, 24.93, 24.93
11.07, 427.32, 0.993, 24.93, 24.93
11.20, 427.53, 0.993, 24.93, 24.93
11.34, 427.74, 0.993, 24.93, 24.93
11.47, 427.95, 0.993, 24.93, 24.93
11.61, 428.16, 0.993, 24.93, 24.93
11.75, 428.36, 0.993, 24.93, 24.93
11.88, 428.57, 0.993, 24.93, 24.93
12.02, 428.78, 0.993, 24.93, 24.93
12.16, 428.99, 0.993, 24.93, 24.93
12.29, 429.20, 0.993, 24.93, 24.93
12.43, 429.41, 0.993, 24.93, 24.93
12.56, 429.62, 0.993, 24.93, 24.93
12.70, 429.83, 0.993, 24.93, 24.93
12.84, 430.03, 0.993, 24.93, 24.93
12.97, 430.24, 0.993, 24.93, 24.93
13.11, 430.45, 0.993, 24.93, 24.93
13.24, 430.66, 0.993, 24.93, 24.93
13.38, 430.87, 0.993, 24.93, 24.93
13.52, 431.08, 0.993, 24.93, 24.93
13.52, 431.08, 1.116, -6.16, 6.16
13.52, 431.08, 1.239, -6.16, 6.16
13.52, 431.08, 1.363, -6.16, 6.16
13.52, 431.08, 1.486, -6.16, 6.16
13.52, 431.08, 1.609, -6.16, 6.16
13.52, 431.08, 1.732, -6.16, 6.16
13.52, 431.08, 1.855, -6.16, 6.16
13.52, 431.08, 1.978, -6.16, 6.16
13.52, 431.08, 2.102, -6.16, 6.16
13.52, 431.08, 2.225, -6.16, 6.16
13.52, 431.08, 2.348, -6.16, 6.16
13.40, 431.16, 2.536, 6.16, 24.93
13.19, 431.30, 2.536, 24.93, 24.93
12.99, 431.44, 2.536, 24.93, 24.93
12.78, 431.58, 2.536, 24.93, 24.93
12.58, 431.72, 2.536, 24.93, 24.93
12.37, 431.87, 2.536, 24.93, 24.93
12.17, 432.01, 2.536, 24.93, 24.93
11.96, 432.15, 2.536, 24.93, 24.93
11.76, 432.29, 2.536, 24.93, 24.93
11.55, 432.43, 2.536, 24.93, 24.93
11.35, 432.58, 2.536, 24.93, 24.93
11.14, 432.72, 2.536, 24.93, 24.93
10.94, 432.86, 2.536, 24.93, 24.93
10.73, 433.00, 2.536, 24.93, 24.93
10.53, 433.14, 2.536, 24.93, 24.93
10.32, 433.29, 2.536, 24.93, 24.93
10.12, 433.43, 2.536, 24.93, 24.93
9.92, 433.57, 2.536, 24.93, 24.93
9.71, 433.71, 2.536, 24.93, 24.93
9.51, 433.85, 2.536, 24.93, 24.93
9.30, 434.00, 2.536, 24.93, 24.93
9.30, 434.00, 2.412, 6.16, -6.16
9.30, 434.00, 2.289, 6.16, -6.16
9.30, 434.00, 2.166, 6.16, -6.16
9.30, 434.00, 2.043, 6.16, -6.16
9.22, 434.11, 2.231, 6.16, 24.93
9.06, 434.31, 2.231, 24.93, 24.93
8.91, 434.51, 2.231, 24.93, 24.93
8.76, 434.70, 2.231, 24.93, 24.93
8.61, 434.90, 2.231, 24.93, 24.93
8.45, 435.10, 2.231, 24.93, 24.93
8.37, 435.24, 2.043, 24.93, 6.16
8.31, 435.40, 1.855, 24.93, 6.16
8.24, 435.64, 1.855, 24.93, 24.93
8.17, 435.88, 1.855, 24.93, 24.93
8.10, 436.12, 1.855, 24.93, 24.93
8.03, 436.35, 1.855, 24.93, 24.93
8.00, 436.51, 1.668, 24.93, 6.16
7.98, 436.76, 1.668, 24.93, 24.93
7.96, 437.01, 1.668, 24.93, 24.93
7.93, 437.26, 1.668, 24.93, 24.93
7.91, 437.51, 1.668, 24.93, 24.93
7.88, 437.75, 1.668, 24.93, 24.93
7.86, 438.00, 1.668, 24.93, 24.93
7.86, 438.16, 1.480, 24.93, 6.16
7.88, 438.40, 1.480, 24.93, 24.93
7.91, 438.55, 1.292, 24.93, 6.16
7.98, 438.79, 1.292, 24.93, 24.93
8.05, 439.03, 1.292, 24.93, 24.93
8.12, 439.27, 1.292, 24.93, 24.93
8.18, 439.51, 1.292, 24.93, 24.93
8.25, 439.75, 1.292, 24.93, 24.93
8.32, 439.99, 1.292, 24.93, 24.93
8.39, 440.23, 1.292, 24.93, 24.93
8.46, 440.47, 1.292, 24.93, 24.93
8.53, 440.71, 1.292, 24.93, 24.93
8.60, 440.95, 1.292, 24.93, 24.93
8.65, 441.08, 1.105, 24.93, 6.16
8.76, 441.31, 1.105, 24.93, 24.93
8.88, 441.53, 1.105, 24.93, 24.93
8.99, 441.75, 1.105, 24.93, 24.93
9.07, 441.87, 0.917, 24.93, 6.16
9.22, 442.06, 0.917, 24.93, 24.93
9.37, 442.26, 0.917, 24.93, 24.93
9.53, 442.46, 0.917, 24.93, 24.93
9.68, 442.66, 0.917, 24.93, 24.93
9.83, 442.86, 0.917, 24.93, 24.93
9.98, 443.05, 0.917, 24.93, 24.93
10.13, 443.25, 0.917, 24.93, 24.93
10.28, 443.45, 0.917, 24.93, 24.93
10.44, 443.65, 0.917, 24.93, 24.93
10.59, 443.85, 0.917, 24.93, 24.93
10.74, 444.04, 0.917, 24.93, 24.93
10.89, 444.24, 0.917, 24.93, 24.93
11.04, 444.44, 0.917, 24.93, 24.93
11.19, 444.64, 0.917, 24.93, 24.93
11.34, 444.83, 0.917, 24.93, 24.93
11.50, 445.03, 0.917, 24.93, 24.93
11.65, 445.23, 0.917, 24.93, 24.93
11.80, 445.43, 0.917, 24.93, 24.93
11.95, 445.63, 0.917, 24.93, 24.93
12.10, 445.82, 0.917, 24.93, 24.93
12.25, 446.02, 0.917, 24.93, 24.93
12.41, 446.22, 0.917, 24.93, 24.93
12.56, 446.42, 0.917, 24.93, 24.93
12.56, 446.42, 1.040, -6.16, 6.16
12.56, 446.42, 1.163, -6.16, 6.16
12.56, 446.42, 1.286, -6.16, 6.16
12.56, 446.42, 1.410, -6.16, 6.16
12.56, 446.42, 1.533, -6.16, 6.16
12.56, 446.42, 1.656, -6.16, 6.16
12.56, 446.42, 1.779, -6.16, 6.16
12.56, 446.42, 1.902, -6.16, 6.16
12.56, 446.42, 2.025, -6.16, 6.16
12.56, 446.42, 2.149, -6.16, 6.16
12.56, 446.42, 2.272, -6.16, 6.16
12.52, 446.46, 2.272, 6.16, 6.16
12.48, 446.51, 2.272, 6.16, 6.16
12.32, 446.70, 2.272, 24.93, 24.93
12.16, 446.89, 2.272, 24.93, 24.93
12.00, 447.08, 2.272, 24.93, 24.93
11.84, 447.27, 2.272, 24.93, 24.93
11.67, 447.46, 2.272, 24.93, 24.93
11.51, 447.65, 2.272, 24.93, 24.93
11.35, 447.84, 2.272, 24.93, 24.93
11.19, 448.04, 2.272, 24.93, 24.93
11.03, 448.23, 2.272, 24.93, 24.93
10.87, 448.42, 2.272, 24.93, 24.93
10.71, 448.61, 2.272, 24.93, 24.93
10.55, 448.80, 2.272, 24.93, 24.93
10.39, 448.99, 2.272, 24.93, 24.93
10.23, 449.18, 2.272, 24.93, 24.93
10.07, 449.37, 2.272, 24.93, 24.93
9.91, 449.56, 2.272, 24.93, 24.93
9.75, 449.75, 2.272, 24.93, 24.93
9.59, 449.94, 2.272, 24.93, 24.93
9.42, 450.13, 2.272, 24.93, 24.93
9.26, 450.32, 2.272, 24.93, 24.93
9.10, 450.51, 2.272, 24.93, 24.93
8.94, 450.70, 2.272, 24.93, 24.93
8.78, 450.89, 2.272, 24.93, 24.93
8.62, 451.08, 2.272, 24.93, 24.93
8.46, 451.27, 2.272, 24.93, 24.93
8.30, 451.46, 2.272, 24.93, 24.93
8.14, 451.65, 2.272, 24.93, 24.93
8.05, 451.80, 2.084, 24.93, 6.16
7.99, 451.95, 1.896, 24.93, 6.16
7.91, 452.19, 1.896, 24.93, 24.93
7.83, 452.42, 1.896, 24.93, 24.93
7.75, 452.66, 1.896, 24.93, 24.93
7.67, 452.90, 1.896, 24.93, 24.93
7.59, 453.13, 1.896, 24.93, 24.93
7.51, 453.37, 1.896, 24.93, 24.93
7.43, 453.61, 1.896, 24.93, 24.93
7.39, 453.76, 1.709, 24.93, 6.16
7.36, 454.01, 1.709, 24.93, 24.93
7.35, 454.17, 1.521, 24.93, 6.16
7.36, 454.42, 1.521, 24.93, 24.93
7.38, 454.66, 1.521, 24.93, 24.93
7.39, 454.91, 1.521, 24.93, 24.93
7.40, 455.16, 1.521, 24.93, 24.93
7.41, 455.41, 1.521, 24.93, 24.93
7.43, 455.66, 1.521, 24.93, 24.93
7.45, 455.81, 1.333, 24.93, 6.16
7.51, 456.05, 1.333, 24.93, 24.93
7.57, 456.29, 1.333, 24.93, 24.93
7.62, 456.43, 1.146, 24.93, 6.16
7.72, 456.66, 1.146, 24.93, 24.93
7.82, 456.89, 1.146, 24.93, 24.93
7.90, 457.01, 0.958, 24.93, 6.16
8.04, 457.21, 0.958, 24.93, 24.93
8.19, 457.41, 0.958, 24.93, 24.93
8.29, 457.51, 0.770, 24.93, 6.16
8.47, 457.69, 0.770, 24.93, 24.93
8.64, 457.86, 0.770, 24.93, 24.93
8.82, 458.03, 0.770, 24.93, 24.93
9.00, 458.21, 0.770, 24.93, 24.93
9.18, 458.38, 0.770, 24.93, 24.93
9.36, 458.55, 0.770, 24.93, 24.93
9.54, 458.73, 0.770, 24.93, 24.93
9.72, 458.90, 0.770, 24.93, 24.93
9.90, 459.08, 0.770, 24.93, 24.93
10.08, 459.25, 0.770, 24.93, 24.93
10.25, 459.42, 0.770, 24.93, 24.93
10.43, 459.60, 0.770, 24.93, 24.93
10.61, 459.77, 0.770, 24.93, 24.93
10.79, 459.94, 0.770, 24.93, 24.93
10.97, 460.12, 0.770, 24.93, 24.93
11.15, 460.29, 0.770, 24.93, 24.93
11.33, 460.46, 0.770, 24.93, 24.93
11.51, 460.64, 0.770, 24.93, 24.93
11.51, 460.64, 0.893, -6.16, 6.16
11.51, 460.64, 1.017, -6.16, 6.16
11.51, 460.64, 1.140, -6.16, 6.16
11.51, 460.64, 1.263, -6.16, 6.16
11.51, 460.64, 1.386, -6.16, 6.16
11.51, 460.64, 1.509, -6.16, 6.16
11.51, 460.64, 1.632, -6.16, 6.16
11.51, 460.64, 1.756, -6.16, 6.16
11.51, 460.64, 1.879, -6.16, 6.16
11.51, 460.64, 2.002, -6.16, 6.16
11.51, 460.64, 2.125, -6.16, 6.16
11.51, 460.64, 2.248, -6.16, 6.16
11.35, 460.83, 2.248, 24.93, 24.93
11.19, 461.03, 2.248, 24.93, 24.93
11.04, 461.22, 2.248, 24.93, 24.93
10.88, 461.41, 2.248, 24.93, 24.93
10.73, 461.61, 2.248, 24.93, 24.93
10.57, 461.80, 2.248, 24.93, 24.93
10.41, 462.00, 2.248, 24.93, 24.93
10.26, 462.19, 2.248, 24.93, 24.93
10.10, 462.39, 2.248, 24.93, 24.93
9.94, 462.58, 2.248, 24.93, 24.93
9.79, 462.77, 2.248, 24.93, 24.93
9.63, 462.97, 2.248, 24.93, 24.93
9.48, 463.16, 2.248, 24.93, 24.93
9.32, 463.36, 2.248, 24.93, 24.93
9.16, 463.55, 2.248, 24.93, 24.93
9.01, 463.74, 2.248, 24.93, 24.93
8.85, 463.94, 2.248, 24.93, 24.93
8.69, 464.13, 2.248, 24.93, 24.93
8.54, 464.33, 2.248, 24.93, 24.93
8.38, 464.52, 2.248, 24.93, 24.93
8.30, 464.67, 2.061, 24.93, 6.16
8.24, 464.82, 1.873, 24.93, 6.16
8.16, 465.06, 1.873, 24.93, 24.93
8.09, 465.30, 1.873, 24.93, 24.93
8.01, 465.54, 1.873, 24.93, 24.93
7.94, 465.77, 1.873, 24.93, 24.93
7.87, 466.01, 1.873, 24.93, 24.93
7.79, 466.25, 1.873, 24.93, 24.93
7.72, 466.49, 1.873, 24.93, 24.93
7.69, 466.65, 1.685, 24.93, 6.16
7.66, 466.89, 1.685, 24.93, 24.93
7.63, 467.14, 1.685, 24.93, 24.93
7.63, 467.30, 1.497, 24.93, 6.16
7.64, 467.54, 1.497, 24.93, 24.93
7.66, 467.79, 1.497, 24.93, 24.93
7.69, 467.94, 1.310, 24.93, 6.16
7.75, 468.18, 1.310, 24.93, 24.93
7.82, 468.42, 1.310, 24.93, 24.93
7.87, 468.56, 1.122, 24.93, 6.16
7.98, 468.78, 1.122, 24.93, 24.93
8.09, 469.01, 1.122, 24.93, 24.93
8.20, 469.23, 1.122, 24.93, 24.93
8.28, 469.35, 0.934, 24.93, 6.16
8.42, 469.55, 0.934, 24.93, 24.93
8.57, 469.75, 0.934, 24.93, 24.93
8.72, 469.95, 0.934, 24.93, 24.93
8.87, 470.15, 0.934, 24.93, 24.93
9.02, 470.35, 0.934, 24.93, 24.93
9.16, 470.55, 0.934, 24.93, 24.93
9.31, 470.75, 0.934, 24.93, 24.93
9.46, 470.95, 0.934, 24.93, 24.93
9.61, 471.15, 0.934, 24.93, 24.93
9.76, 471.36, 0.934, 24.93, 24.93
9.90, 471.56, 0.934, 24.93, 24.93
10.05, 471.76, 0.934, 24.93, 24.93
10.20, 471.96, 0.934, 24.93, 24.93
10.35, 472.16, 0.934, 24.93, 24.93
10.50, 472.36, 0.934, 24.93, 24.93
10.65, 472.56, 0.934, 24.93, 24.93
10.79, 472.76, 0.934, 24.93, 24.93
10.94, 472.96, 0.934, 24.93, 24.93
11.09, 473.16, 0.934, 24.93, 24.93
11.24, 473.36, 0.934, 24.93, 24.93
11.39, 473.56, 0.934, 24.93, 24.93
11.53, 473.76, 0.934, 24.93, 24.93
11.68, 473.96, 0.934, 24.93, 24.93
11.83, 474.16, 0.934, 24.93, 24.93
11.98, 474.36, 0.934, 24.93, 24.93
12.13, 474.56, 0.934, 24.93, 24.93
12.27, 474.76, 0.934, 24.93, 24.93
12.42, 474.96, 0.934, 24.93, 24.93
12.57, 475.16, 0.934, 24.93, 24.93
12.72, 475.36, 0.934, 24.93, 24.93
12.87, 475.57, 0.934, 24.93, 24.93
13.02, 475.77, 0.934, 24.93, 24.93
13.16, 475.97, 0.934, 24.93, 24.93
13.31, 476.17, 0.934, 24.93, 24.93
13.46, 476.37, 0.934, 24.93, 24.93
13.61, 476.57, 0.934, 24.93, 24.93
13.61, 476.57, 1.058, -6.16, 6.16
13.61, 476.57, 1.181, -6.16, 6.16
13.61, 476.57, 1.304, -6.16, 6.16
13.61, 476.57, 1.427, -6.16, 6.16
13.61, 476.57, 1.550, -6.16, 6.16
13.61, 476.57, 1.673, -6.16, 6.16
13.61, 476.57, 1.797, -6.16, 6.16
13.61, 476.57, 1.920, -6.16, 6.16
13.61, 476.57, 2.043, -6.16, 6.16
13.61, 476.57, 2.166, -6.16, 6.16
13.61, 476.57, 2.289, -6.16, 6.16
13.50, 476.65, 2.477, 6.16, 24.93
13.36, 476.71, 2.665, 6.16, 24.93
13.14, 476.83, 2.665, 24.93, 24.93
12.92, 476.94, 2.665, 24.93, 24.93
12.70, 477.06, 2.665, 24.93, 24.93
12.48, 477.17, 2.665, 24.93, 24.93
12.26, 477.29, 2.665, 24.93, 24.93
12.04, 477.40, 2.665, 24.93, 24.93
11.81, 477.51, 2.665, 24.93, 24.93
11.59, 477.63, 2.665, 24.93, 24.93
11.37, 477.74, 2.665, 24.93, 24.93
11.15, 477.86, 2.665, 24.93, 24.93
10.93, 477.97, 2.665, 24.93, 24.93
10.71, 478.09, 2.665, 24.93, 24.93
10.49, 478.20, 2.665, 24.93, 24.93
10.26, 478.32, 2.665, 24.93, 24.93
10.04, 478.43, 2.665, 24.93, 24.93
9.82, 478.54, 2.665, 24.93, 24.93
9.60, 478.66, 2.665, 24.93, 24.93
9.38, 478.77, 2.665, 24.93, 24.93
9.38, 478.77, 2.541, 6.16, -6.16
9.38, 478.77, 2.418, 6.16, -6.16
9.38, 478.77, 2.295, 6.16, -6.16
9.38, 478.77, 2.172, 6.16, -6.16
9.38, 478.77, 2.049, 6.16, -6.16
9.29, 478.89, 2.236, 6.16, 24.93
9.14, 479.08, 2.236, 24.93, 24.93
8.99, 479.28, 2.236, 24.93, 24.93
8.83, 479.48, 2.236, 24.93, 24.93
8.68, 479.67, 2.236, 24.93, 24.93
8.52, 479.87, 2.236, 24.93, 24.93
8.37, 480.06, 2.236, 24.93, 24.93
8.29, 480.21, 2.049, 24.93, 6.16
8.23, 480.36, 1.861, 24.93, 6.16
8.16, 480.60, 1.861, 24.93, 24.93
8.09, 480.84, 1.861, 24.93, 24.93
8.01, 481.08, 1.861, 24.93, 24.93
7.94, 481.32, 1.861, 24.93, 24.93
7.87, 481.56, 1.861, 24.93, 24.93
7.80, 481.80, 1.861, 24.93, 24.93
7.73, 482.04, 1.861, 24.93, 24.93
7.70, 482.19, 1.673, 24.93, 6.16
7.67, 482.44, 1.673, 24.93, 24.93
7.65, 482.69, 1.673, 24.93, 24.93
7.62, 482.94, 1.673, 24.93, 24.93
7.60, 483.19, 1.673, 24.93, 24.93
7.57, 483.43, 1.673, 24.93, 24.93
7.55, 483.68, 1.673, 24.93, 24.93
7.52, 483.93, 1.673, 24.93, 24.93
7.52, 484.09, 1.486, 24.93, 6.16
7.54, 484.33, 1.486, 24.93, 24.93
7.56, 484.58, 1.486, 24.93, 24.93
7.59, 484.73, 1.298, 24.93, 6.16
7.66, 484.97, 1.298, 24.93, 24.93
7.72, 485.21, 1.298, 24.93, 24.93
7.79, 485.45, 1.298, 24.93, 24.93
7.86, 485.69, 1.298, 24.93, 24.93
7.92, 485.93, 1.298, 24.93, 24.93
7.99, 486.17, 1.298, 24.93, 24.93
8.06, 486.41, 1.298, 24.93, 24.93
8.13, 486.65, 1.298, 24.93, 24.93
8.19, 486.89, 1.298, 24.93, 24.93
8.26, 487.13, 1.298, 24.93, 24.93
8.33, 487.37, 1.298, 24.93, 24.93
8.39, 487.61, 1.298, 24.93, 24.93
8.45, 487.75, 1.110, 24.93, 6.16
8.56, 487.97, 1.110, 24.93, 24.93
8.67, 488.19, 1.110, 24.93, 24.93
8.78, 488.42, 1.110, 24.93, 24.93
8.89, 488.64, 1.110, 24.93, 24.93
9.00, 488.86, 1.110, 24.93, 24.93
9.11, 489.08, 1.110, 24.93, 24.93
9.23, 489.31, 1.110, 24.93, 24.93
9.34, 489.53, 1.110, 24.93, 24.93
9.45, 489.75, 1.110, 24.93, 24.93
9.53, 489.87, 0.923, 24.93, 6.16
9.68, 490.07, 0.923, 24.93, 24.93
9.83, 490.27, 0.923, 24.93, 24.93
9.98, 490.47, 0.923, 24.93, 24.93
10.13, 490.67, 0.923, 24.93, 24.93
10.28, 490.87, 0.923, 24.93, 24.93
10.43, 491.06, 0.923, 24.93, 24.93
10.58, 491.26, 0.923, 24.93, 24.93
10.73, 491.46, 0.923, 24.93, 24.93
10.88, 491.66, 0.923, 24.93, 24.93
11.03, 491.86, 0.923, 24.93, 24.93
11.18, 492.06, 0.923, 24.93, 24.93
