# x, y, theta, v_l, v_r
263.39, 1990.54, -0.653, 24.93, 24.93
263.59, 1990.39, -0.653, 24.93, 24.93
263.79, 1990.23, -0.653, 24.93, 24.93
263.99, 1990.08, -0.653, 24.93, 24.93
264.18, 1989.93, -0.653, 24.93, 24.93
264.38, 1989.78, -0.653, 24.93, 24.93
264.58, 1989.63, -0.653, 24.93, 24.93
264.78, 1989.48, -0.653, 24.93, 24.93
264.98, 1989.33, -0.653, 24.93, 24.93
265.17, 1989.17, -0.653, 24.93, 24.93
265.37, 1989.02, -0.653, 24.93, 24.93
265.57, 1988.87, -0.653, 24.93, 24.93
265.77, 1988.72, -0.653, 24.93, 24.93
265.97, 1988.57, -0.653, 24.93, 24.93
266.16, 1988.42, -0.653, 24.93, 24.93
266.16, 1988.42, -0.530, -6.16, 6.16
266.16, 1988.42, -0.407, -6.16, 6.16
266.16, 1988.42, -0.284, -6.16, 6.16
266.16, 1988.42, -0.160, -6.16, 6.16
266.16, 1988.42, -0.037, -6.16, 6.16
266.16, 1988.42, 0.086, -6.16, 6.16
266.16, 1988.42, 0.209, -6.16, 6.16
266.16, 1988.42, 0.332, -6.16, 6.16
266.16, 1988.42, 0.455, -6.16, 6.16
266.16, 1988.42, 0.579, -6.16, 6.16
266.16, 1988.42, 0.702, -6.16, 6.16
266.27, 1988.55, 0.889, 6.16, 24.93
266.43, 1988.74, 0.889, 24.93, 24.93
266.59, 1988.94, 0.889, 24.93, 24.93
266.74, 1989.13, 0.889, 24.93, 24.93
266.90, 1989.32, 0.889, 24.93, 24.93
267.06, 1989.52, 0.889, 24.93, 24.93
267.21, 1989.71, 0.889, 24.93, 24.93
267.37, 1989.90, 0.889, 24.93, 24.93
267.53, 1990.10, 0.889, 24.93, 24.93
267.69, 1990.29, 0.889, 24.93, 24.93
267.84, 1990.48, 0.889, 24.93, 24.93
268.00, 1990.68, 0.889, 24.93, 24.93
268.16, 1990.87, 0.889, 24.93, 24.93
268.31, 1991.07, 0.889, 24.93, 24.93
268.47, 1991.26, 0.889, 24.93, 24.93
268.63, 1991.45, 0.889, 24.93, 24.93
268.78, 1991.65, 0.889, 24.93, 24.93
268.94, 1991.84, 0.889, 24.93, 24.93
269.10, 1992.03, 0.889, 24.93, 24.93
269.26, 1992.23, 0.889, 24.93, 24.93
269.41, 1992.42, 0.889, 24.93, 24.93
269.57, 1992.61, 0.889, 24.93, 24.93
269.57, 1992.61, 0.766, 6.16, -6.16
269.57, 1992.61, 0.643, 6.16, -6.16
269.57, 1992.61, 0.520, 6.16, -6.16
269.57, 1992.61, 0.397, 6.16, -6.16
269.72, 1992.63, 0.209, 24.93, 6.16
269.96, 1992.68, 0.209, 24.93, 24.93
270.21, 1992.74, 0.209, 24.93, 24.93
270.45, 1992.79, 0.209, 24.93, 24.93
270.69, 1992.84, 0.209, 24.93, 24.93
270.94, 1992.89, 0.209, 24.93, 24.93
271.18, 1992.94, 0.209, 24.93, 24.93
271.42, 1993.00, 0.209, 24.93, 24.93
271.58, 1992.98, 0.021, 24.93, 6.16
271.83, 1992.99, 0.021, 24.93, 24.93
272.08, 1992.99, 0.021, 24.93, 24.93
272.23, 1992.95, -0.166, 24.93, 6.16
272.48, 1992.91, -0.166, 24.93, 24.93
272.72, 1992.87, -0.166, 24.93, 24.93
272.87, 1992.80, -0.354, 24.93, 6.16
273.11, 1992.72, -0.354, 24.93, 24.93
273.34, 1992.63, -0.354, 24.93, 24.93
273.58, 1992.55, -0.354, 24.93, 24.93
273.81, 1992.46, -0.354, 24.93, 24.93
274.04, 1992.37, -0.354, 24.93, 24.93
274.28, 1992.29, -0.354, 24.93, 24.93
274.42, 1992.19, -0.542, 24.93, 6.16
274.63, 1992.06, -0.542, 24.93, 24.93
274.84, 1991.94, -0.542, 24.93, 24.93
275.06, 1991.81, -0.542, 24.93, 24.93
275.27, 1991.68, -0.542, 24.93, 24.93
275.40, 1991.56, -0.729, 24.93, 6.16
275.58, 1991.40, -0.729, 24.93, 24.93
275.77, 1991.23, -0.729, 24.93, 24.93
275.95, 1991.06, -0.729, 24.93, 24.93
276.14, 1990.90, -0.729, 24.93, 24.93
276.33, 1990.73, -0.729, 24.93, 24.93
276.51, 1990.57, -0.729, 24.93, 24.93
276.70, 1990.40, -0.729, 24.93, 24.93
276.88, 1990.23, -0.729, 24.93, 24.93
277.07, 1990.07, -0.729, 24.93, 24.93
277.25, 1989.90, -0.729, 24.93, 24.93
277.44, 1989.74, -0.729, 24.93, 24.93
277.63, 1989.57, -0.729, 24.93, 24.93
277.81, 1989.40, -0.729, 24.93, 24.93
278.00, 1989.24, -0.729, 24.93, 24.93
278.18, 1989.07, -0.729, 24.93, 24.93
278.37, 1988.91, -0.729, 24.93, 24.93
278.56, 1988.74, -0.729, 24.93, 24.93
278.74, 1988.57, -0.729, 24.93, 24.93
278.93, 1988.41, -0.729, 24.93, 24.93
278.93, 1988.41, -0.606, -6.16, 6.16
278.93, 1988.41, -0.483, -6.16, 6.16
278.93, 1988.41, -0.360, -6.16, 6.16
278.93, 1988.41, -0.237, -6.16, 6.16
278.93, 1988.41, -0.113, -6.16, 6.16
278.93, 1988.41, 0.010, -6.16, 6.16
278.93, 1988.41, 0.133, -6.16, 6.16
278.93, 1988.41, 0.256, -6.16, 6.16
278.93, 1988.41, 0.379, -6.16, 6.16
278.93, 1988.41, 0.502, -6.16, 6.16
278.93, 1988.41, 0.626, -6.16, 6.16
278.93, 1988.41, 0.749, -6.16, 6.16
279.03, 1988.54, 0.936, 6.16, 24.93
279.18, 1988.74, 0.936, 24.93, 24.93
279.33, 1988.94, 0.936, 24.93, 24.93
279.47, 1989.14, 0.936, 24.93, 24.93
279.62, 1989.35, 0.936, 24.93, 24.93
279.77, 1989.55, 0.936, 24.93, 24.93
279.92, 1989.75, 0.936, 24.93, 24.93
280.06, 1989.95, 0.936, 24.93, 24.93
280.21, 1990.15, 0.936, 24.93, 24.93
280.36, 1990.35, 0.936, 24.93, 24.93
280.51, 1990.55, 0.936, 24.93, 24.93
280.66, 1990.75, 0.936, 24.93, 24.93
280.80, 1990.95, 0.936, 24.93, 24.93
280.95, 1991.15, 0.936, 24.93, 24.93
281.10, 1991.35, 0.936, 24.93, 24.93
281.25, 1991.55, 0.936, 24.93, 24.93
281.25, 1991.55, 0.813, 6.16, -6.16
281.25, 1991.55, 0.690, 6.16, -6.16
281.25, 1991.55, 0.567, 6.16, -6.16
281.25, 1991.55, 0.444, 6.16, -6.16
281.38, 1991.66, 0.631, 6.16, 24.93
281.51, 1991.71, 0.444, 24.93, 6.16
281.66, 1991.74, 0.256, 24.93, 6.16
281.90, 1991.80, 0.256, 24.93, 24.93
282.14, 1991.86, 0.256, 24.93, 24.93
282.29, 1991.86, 0.068, 24.93, 6.16
282.54, 1991.88, 0.068, 24.93, 24.93
282.79, 1991.90, 0.068, 24.93, 24.93
283.04, 1991.91, 0.068, 24.93, 24.93
283.29, 1991.93, 0.068, 24.93, 24.93
283.54, 1991.95, 0.068, 24.93, 24.93
283.79, 1991.96, 0.068, 24.93, 24.93
284.04, 1991.98, 0.068, 24.93, 24.93
284.28, 1992.00, 0.068, 24.93, 24.93
284.53, 1992.01, 0.068, 24.93, 24.93
284.69, 1991.98, -0.119, 24.93, 6.16
284.94, 1991.95, -0.119, 24.93, 24.93
285.18, 1991.92, -0.119, 24.93, 24.93
285.43, 1991.89, -0.119, 24.93, 24.93
285.68, 1991.86, -0.119, 24.93, 24.93
285.93, 1991.83, -0.119, 24.93, 24.93
286.17, 1991.80, -0.119, 24.93, 24.93
286.42, 1991.77, -0.119, 24.93, 24.93
286.67, 1991.74, -0.119, 24.93, 24.93
286.92, 1991.71, -0.119, 24.93, 24.93
287.16, 1991.68, -0.119, 24.93, 24.93
287.41, 1991.66, -0.119, 24.93, 24.93
287.66, 1991.63, -0.119, 24.93, 24.93
287.91, 1991.60, -0.119, 24.93, 24.93
288.15, 1991.57, -0.119, 24.93, 24.93
288.40, 1991.54, -0.119, 24.93, 24.93
288.65, 1991.51, -0.119, 24.93, 24.93
288.90, 1991.48, -0.119, 24.93, 24.93
289.14, 1991.45, -0.119, 24.93, 24.93
289.39, 1991.42, -0.119, 24.93, 24.93
289.64, 1991.39, -0.119, 24.93, 24.93
289.89, 1991.36, -0.119, 24.93, 24.93
290.04, 1991.30, -0.307, 24.93, 6.16
290.27, 1991.22, -0.307, 24.93, 24.93
290.51, 1991.15, -0.307, 24.93, 24.93
290.75, 1991.07, -0.307, 24.93, 24.93
290.99, 1991.00, -0.307, 24.93, 24.93
291.13, 1990.91, -0.495, 24.93, 6.16
291.35, 1990.79, -0.495, 24.93, 24.93
291.57, 1990.67, -0.495, 24.93, 24.93
291.79, 1990.55, -0.495, 24.93, 24.93
292.01, 1990.44, -0.495, 24.93, 24.93
292.23, 1990.32, -0.495, 24.93, 24.93
292.45, 1990.20, -0.495, 24.93, 24.93
292.67, 1990.08, -0.495, 24.93, 24.93
292.89, 1989.96, -0.495, 24.93, 24.93
293.10, 1989.84, -0.495, 24.93, 24.93
293.32, 1989.73, -0.495, 24.93, 24.93
293.54, 1989.61, -0.495, 24.93, 24.93
293.76, 1989.49, -0.495, 24.93, 24.93
293.98, 1989.37, -0.495, 24.93, 24.93
294.20, 1989.25, -0.495, 24.93, 24.93
294.42, 1989.13, -0.495, 24.93, 24.93
294.64, 1989.02, -0.495, 24.93, 24.93
294.86, 1988.90, -0.495, 24.93, 24.93
295.08, 1988.78, -0.495, 24.93, 24.93
295.30, 1988.66, -0.495, 24.93, 24.93
295.52, 1988.54, -0.495, 24.93, 24.93
295.74, 1988.42, -0.495, 24.93, 24.93
295.96, 1988.31, -0.495, 24.93, 24.93
296.18, 1988.19, -0.495, 24.93, 24.93
296.40, 1988.07, -0.495, 24.93, 24.93
296.61, 1987.95, -0.495, 24.93, 24.93
296.83, 1987.83, -0.495, 24.93, 24.93
297.05, 1987.71, -0.495, 24.93, 24.93
297.27, 1987.60, -0.495, 24.93, 24.93
297.49, 1987.48, -0.495, 24.93, 24.93
297.71, 1987.36, -0.495, 24.93, 24.93
297.93, 1987.24, -0.495, 24.93, 24.93
298.15, 1987.12, -0.495, 24.93, 24.93
298.37, 1987.00, -0.495, 24.93, 24.93
298.59, 1986.88, -0.495, 24.93, 24.93
298.81, 1986.77, -0.495, 24.93, 24.93
299.03, 1986.65, -0.495, 24.93, 24.93
299.25, 1986.53, -0.495, 24.93, 24.93
299.47, 1986.41, -0.495, 24.93, 24.93
299.47, 1986.41, -0.372, -6.16, 6.16
299.47, 1986.41, -0.248, -6.16, 6.16
299.47, 1986.41, -0.125, -6.16, 6.16
299.47, 1986.41, -0.002, -6.16, 6.16
299.47, 1986.41, 0.121, -6.16, 6.16
299.47, 1986.41, 0.244, -6.16, 6.16
299.47, 1986.41, 0.367, -6.16, 6.16
299.47, 1986.41, 0.491, -6.16, 6.16
299.47, 1986.41, 0.614, -6.16, 6.16
299.47, 1986.41, 0.737, -6.16, 6.16
299.47, 1986.41, 0.860, -6.16, 6.16
299.56, 1986.55, 1.048, 6.16, 24.93
299.62, 1986.71, 1.235, 6.16, 24.93
299.70, 1986.94, 1.235, 24.93, 24.93
299.78, 1987.18, 1.235, 24.93, 24.93
299.87, 1987.41, 1.235, 24.93, 24.93
299.95, 1987.65, 1.235, 24.93, 24.93
300.03, 1987.89, 1.235, 24.93, 24.93
300.11, 1988.12, 1.235, 24.93, 24.93
300.20, 1988.36, 1.235, 24.93, 24.93
300.28, 1988.59, 1.235, 24.93, 24.93
300.36, 1988.83, 1.235, 24.93, 24.93
300.44, 1989.06, 1.235, 24.93, 24.93
300.52, 1989.30, 1.235, 24.93, 24.93
300.61, 1989.53, 1.235, 24.93, 24.93
300.69, 1989.77, 1.235, 24.93, 24.93
300.77, 1990.00, 1.235, 24.93, 24.93
300.85, 1990.24, 1.235, 24.93, 24.93
300.93, 1990.47, 1.235, 24.93, 24.93
301.02, 1990.71, 1.235, 24.93, 24.93
301.02, 1990.71, 1.112, 6.16, -6.16
301.02, 1990.71, 0.989, 6.16, -6.16
301.02, 1990.71, 0.866, 6.16, -6.16
301.02, 1990.71, 0.743, 6.16, -6.16
301.02, 1990.71, 0.620, 6.16, -6.16
301.07, 1990.75, 0.620, 6.16, 6.16
301.27, 1990.89, 0.620, 24.93, 24.93
301.47, 1991.03, 0.620, 24.93, 24.93
301.67, 1991.18, 0.620, 24.93, 24.93
301.88, 1991.32, 0.620, 24.93, 24.93
302.08, 1991.47, 0.620, 24.93, 24.93
302.28, 1991.61, 0.620, 24.93, 24.93
302.42, 1991.67, 0.432, 24.93, 6.16
302.56, 1991.69, 0.244, 24.93, 6.16
302.81, 1991.75, 0.244, 24.93, 24.93
303.05, 1991.81, 0.244, 24.93, 24.93
303.29, 1991.87, 0.244, 24.93, 24.93
303.53, 1991.93, 0.244, 24.93, 24.93
303.77, 1991.99, 0.244, 24.93, 24.93
304.01, 1992.05, 0.244, 24.93, 24.93
304.26, 1992.11, 0.244, 24.93, 24.93
304.50, 1992.17, 0.244, 24.93, 24.93
304.74, 1992.23, 0.244, 24.93, 24.93
304.98, 1992.29, 0.244, 24.93, 24.93
305.22, 1992.35, 0.244, 24.93, 24.93
305.47, 1992.41, 0.244, 24.93, 24.93
305.71, 1992.47, 0.244, 24.93, 24.93
305.95, 1992.54, 0.244, 24.93, 24.93
306.19, 1992.60, 0.244, 24.93, 24.93
306.43, 1992.66, 0.244, 24.93, 24.93
306.68, 1992.72, 0.244, 24.93, 24.93
306.92, 1992.78, 0.244, 24.93, 24.93
307.07, 1992.77, 0.057, 24.93, 6.16
307.32, 1992.78, 0.057, 24.93, 24.93
307.57, 1992.80, 0.057, 24.93, 24.93
307.72, 1992.76, -0.131, 24.93, 6.16
307.97, 1992.73, -0.131, 24.93, 24.93
308.12, 1992.67, -0.319, 24.93, 6.16
308.36, 1992.59, -0.319, 24.93, 24.93
308.60, 1992.51, -0.319, 24.93, 24.93
308.74, 1992.42, -0.506, 24.93, 6.16
308.96, 1992.30, -0.506, 24.93, 24.93
309.17, 1992.18, -0.506, 24.93, 24.93
309.39, 1992.06, -0.506, 24.93, 24.93
309.61, 1991.94, -0.506, 24.93, 24.93
309.83, 1991.82, -0.506, 24.93, 24.93
310.05, 1991.70, -0.506, 24.93, 24.93
310.26, 1991.58, -0.506, 24.93, 24.93
310.48, 1991.46, -0.506, 24.93, 24.93
310.70, 1991.34, -0.506, 24.93, 24.93
310.92, 1991.21, -0.506, 24.93, 24.93
311.14, 1991.09, -0.506, 24.93, 24.93
311.35, 1990.97, -0.506, 24.93, 24.93
311.57, 1990.85, -0.506, 24.93, 24.93
311.79, 1990.73, -0.506, 24.93, 24.93
312.01, 1990.61, -0.506, 24.93, 24.93
312.23, 1990.49, -0.506, 24.93, 24.93
312.44, 1990.37, -0.506, 24.93, 24.93
312.66, 1990.25, -0.506, 24.93, 24.93
312.88, 1990.13, -0.506, 24.93, 24.93
313.10, 1990.01, -0.506, 24.93, 24.93
313.32, 1989.88, -0.506, 24.93, 24.93
313.53, 1989.76, -0.506, 24.93, 24.93
313.75, 1989.64, -0.506, 24.93, 24.93
313.97, 1989.52, -0.506, 24.93, 24.93
314.19, 1989.40, -0.506, 24.93, 24.93
314.40, 1989.28, -0.506, 24.93, 24.93
314.62, 1989.16, -0.506, 24.93, 24.93
314.84, 1989.04, -0.506, 24.93, 24.93
315.06, 1988.92, -0.506, 24.93, 24.93
315.28, 1988.80, -0.506, 24.93, 24.93
315.49, 1988.68, -0.506, 24.93, 24.93
315.71, 1988.55, -0.506, 24.93, 24.93
315.93, 1988.43, -0.506, 24.93, 24.93
316.15, 1988.31, -0.506, 24.93, 24.93
316.37, 1988.19, -0.506, 24.93, 24.93
316.58, 1988.07, -0.506, 24.93, 24.93
316.80, 1987.95, -0.506, 24.93, 24.93
317.02, 1987.83, -0.506, 24.93, 24.93
317.24, 1987.71, -0.506, 24.93, 24.93
317.46, 1987.59, -0.506, 24.93, 24.93
317.67, 1987.47, -0.506, 24.93, 24.93
317.89, 1987.35, -0.506, 24.93, 24.93
318.11, 1987.22, -0.506, 24.93, 24.93
318.33, 1987.10, -0.506, 24.93, 24.93
318.55, 1986.98, -0.506, 24.93, 24.93
318.76, 1986.86, -0.506, 24.93, 24.93
318.98, 1986.74, -0.506, 24.93, 24.93
319.20, 1986.62, -0.506, 24.93, 24.93
319.42, 1986.50, -0.506, 24.93, 24.93
319.42, 1986.50, -0.383, -6.16, 6.16
319.42, 1986.50, -0.260, -6.16, 6.16
319.42, 1986.50, -0.137, -6.16, 6.16
319.42, 1986.50, -0.014, -6.16, 6.16
319.42, 1986.50, 0.109, -6.16, 6.16
319.42, 1986.50, 0.233, -6.16, 6.16
319.42, 1986.50, 0.356, -6.16, 6.16
319.42, 1986.50, 0.479, -6.16, 6.16
319.42, 1986.50, 0.602, -6.16, 6.16
319.42, 1986.50, 0.725, -6.16, 6.16
319.42, 1986.50, 0.848, -6.16, 6.16
319.51, 1986.64, 1.036, 6.16, 24.93
319.64, 1986.86, 1.036, 24.93, 24.93
319.76, 1987.07, 1.036, 24.93, 24.93
319.89, 1987.29, 1.036, 24.93, 24.93
320.02, 1987.50, 1.036, 24.93, 24.93
320.14, 1987.71, 1.036, 24.93, 24.93
320.27, 1987.93, 1.036, 24.93, 24.93
320.40, 1988.14, 1.036, 24.93, 24.93
320.53, 1988.36, 1.036, 24.93, 24.93
320.65, 1988.57, 1.036, 24.93, 24.93
320.78, 1988.79, 1.036, 24.93, 24.93
320.91, 1989.00, 1.036, 24.93, 24.93
321.03, 1989.22, 1.036, 24.93, 24.93
321.16, 1989.43, 1.036, 24.93, 24.93
321.29, 1989.64, 1.036, 24.93, 24.93
321.42, 1989.86, 1.036, 24.93, 24.93
321.54, 1990.07, 1.036, 24.93, 24.93
321.67, 1990.29, 1.036, 24.93, 24.93
321.80, 1990.50, 1.036, 24.93, 24.93
321.92, 1990.72, 1.036, 24.93, 24.93
322.05, 1990.93, 1.036, 24.93, 24.93
322.18, 1991.15, 1.036, 24.93, 24.93
322.30, 1991.36, 1.036, 24.93, 24.93
322.43, 1991.57, 1.036, 24.93, 24.93
322.43, 1991.57, 0.913, 6.16, -6.16
322.43, 1991.57, 0.790, 6.16, -6.16
322.43, 1991.57, 0.667, 6.16, -6.16
322.43, 1991.57, 0.543, 6.16, -6.16
322.48, 1991.61, 0.543, 6.16, 6.16
322.62, 1991.65, 0.356, 24.93, 6.16
322.86, 1991.73, 0.356, 24.93, 24.93
323.09, 1991.82, 0.356, 24.93, 24.93
323.32, 1991.91, 0.356, 24.93, 24.93
323.56, 1992.00, 0.356, 24.93, 24.93
323.71, 1992.01, 0.168, 24.93, 6.16
323.95, 1992.05, 0.168, 24.93, 24.93
324.20, 1992.09, 0.168, 24.93, 24.93
324.35, 1992.07, -0.020, 24.93, 6.16
324.60, 1992.07, -0.020, 24.93, 24.93
324.85, 1992.06, -0.020, 24.93, 24.93
325.10, 1992.06, -0.020, 24.93, 24.93
325.35, 1992.05, -0.020, 24.93, 24.93
325.60, 1992.05, -0.020, 24.93, 24.93
325.75, 1992.00, -0.207, 24.93, 6.16
326.00, 1991.95, -0.207, 24.93, 24.93
326.24, 1991.90, -0.207, 24.93, 24.93
326.49, 1991.85, -0.207, 24.93, 24.93
326.73, 1991.80, -0.207, 24.93, 24.93
326.97, 1991.75, -0.207, 24.93, 24.93
327.22, 1991.69, -0.207, 24.93, 24.93
327.37, 1991.62, -0.395, 24.93, 6.16
327.60, 1991.52, -0.395, 24.93, 24.93
327.83, 1991.43, -0.395, 24.93, 24.93
328.06, 1991.33, -0.395, 24.93, 24.93
328.29, 1991.24, -0.395, 24.93, 24.93
328.52, 1991.14, -0.395, 24.93, 24.93
328.75, 1991.05, -0.395, 24.93, 24.93
328.98, 1990.95, -0.395, 24.93, 24.93
329.21, 1990.85, -0.395, 24.93, 24.93
329.34, 1990.76, -0.583, 24.93, 6.16
329.55, 1990.62, -0.583, 24.93, 24.93
329.76, 1990.48, -0.583, 24.93, 24.93
329.97, 1990.34, -0.583, 24.93, 24.93
330.18, 1990.21, -0.583, 24.93, 24.93
330.38, 1990.07, -0.583, 24.93, 24.93
330.59, 1989.93, -0.583, 24.93, 24.93
330.80, 1989.79, -0.583, 24.93, 24.93
331.01, 1989.66, -0.583, 24.93, 24.93
331.22, 1989.52, -0.583, 24.93, 24.93
331.43, 1989.38, -0.583, 24.93, 24.93
331.63, 1989.25, -0.583, 24.93, 24.93
331.84, 1989.11, -0.583, 24.93, 24.93
332.05, 1988.97, -0.583, 24.93, 24.93
332.26, 1988.83, -0.583, 24.93, 24.93
332.47, 1988.70, -0.583, 24.93, 24.93
332.67, 1988.56, -0.583, 24.93, 24.93
332.88, 1988.42, -0.583, 24.93, 24.93
333.09, 1988.29, -0.583, 24.93, 24.93
333.30, 1988.15, -0.583, 24.93, 24.93
333.51, 1988.01, -0.583, 24.93, 24.93
333.72, 1987.87, -0.583, 24.93, 24.93
333.92, 1987.74, -0.583, 24.93, 24.93
334.13, 1987.60, -0.583, 24.93, 24.93
334.34, 1987.46, -0.583, 24.93, 24.93
334.34, 1987.46, -0.460, -6.16, 6.16
334.34, 1987.46, -0.336, -6.16, 6.16
334.34, 1987.46, -0.213, -6.16, 6.16
334.34, 1987.46, -0.090, -6.16, 6.16
334.34, 1987.46, 0.033, -6.16, 6.16
334.34, 1987.46, 0.156, -6.16, 6.16
334.34, 1987.46, 0.279, -6.16, 6.16
334.34, 1987.46, 0.403, -6.16, 6.16
334.34, 1987.46, 0.526, -6.16, 6.16
334.34, 1987.46, 0.649, -6.16, 6.16
334.34, 1987.46, 0.772, -6.16, 6.16
334.44, 1987.60, 0.960, 6.16, 24.93
334.58, 1987.80, 0.960, 24.93, 24.93
334.73, 1988.01, 0.960, 24.93, 24.93
334.87, 1988.21, 0.960, 24.93, 24.93
335.01, 1988.42, 0.960, 24.93, 24.93
335.15, 1988.62, 0.960, 24.93, 24.93
335.30, 1988.83, 0.960, 24.93, 24.93
335.44, 1989.03, 0.960, 24.93, 24.93
335.58, 1989.23, 0.960, 24.93, 24.93
335.73, 1989.44, 0.960, 24.93, 24.93
335.87, 1989.64, 0.960, 24.93, 24.93
336.01, 1989.85, 0.960, 24.93, 24.93
336.16, 1990.05, 0.960, 24.93, 24.93
336.30, 1990.25, 0.960, 24.93, 24.93
336.44, 1990.46, 0.960, 24.93, 24.93
336.58, 1990.66, 0.960, 24.93, 24.93
336.73, 1990.87, 0.960, 24.93, 24.93
336.87, 1991.07, 0.960, 24.93, 24.93
337.01, 1991.28, 0.960, 24.93, 24.93
337.16, 1991.48, 0.960, 24.93, 24.93
337.30, 1991.68, 0.960, 24.93, 24.93
337.30, 1991.68, 0.837, 6.16, -6.16
337.30, 1991.68, 0.713, 6.16, -6.16
337.30, 1991.68, 0.590, 6.16, -6.16
337.30, 1991.68, 0.467, 6.16, -6.16
337.35, 1991.71, 0.467, 6.16, 6.16
337.50, 1991.74, 0.279, 24.93, 6.16
337.74, 1991.81, 0.279, 24.93, 24.93
337.98, 1991.88, 0.279, 24.93, 24.93
338.22, 1991.95, 0.279, 24.93, 24.93
338.46, 1992.02, 0.279, 24.93, 24.93
338.61, 1992.02, 0.092, 24.93, 6.16
338.86, 1992.04, 0.092, 24.93, 24.93
339.11, 1992.06, 0.092, 24.93, 24.93
339.26, 1992.03, -0.096, 24.93, 6.16
339.51, 1992.01, -0.096, 24.93, 24.93
339.76, 1991.98, -0.096, 24.93, 24.93
339.91, 1991.93, -0.284, 24.93, 6.16
340.15, 1991.86, -0.284, 24.93, 24.93
340.39, 1991.79, -0.284, 24.93, 24.93
340.53, 1991.70, -0.471, 24.93, 6.16
340.76, 1991.59, -0.471, 24.93, 24.93
340.98, 1991.48, -0.471, 24.93, 24.93
341.20, 1991.36, -0.471, 24.93, 24.93
341.42, 1991.25, -0.471, 24.93, 24.93
341.64, 1991.14, -0.471, 24.93, 24.93
341.87, 1991.02, -0.471, 24.93, 24.93
342.09, 1990.91, -0.471, 24.93, 24.93
342.31, 1990.80, -0.471, 24.93, 24.93
342.53, 1990.69, -0.471, 24.93, 24.93
342.75, 1990.57, -0.471, 24.93, 24.93
342.98, 1990.46, -0.471, 24.93, 24.93
343.20, 1990.35, -0.471, 24.93, 24.93
343.42, 1990.23, -0.471, 24.93, 24.93
343.64, 1990.12, -0.471, 24.93, 24.93
343.86, 1990.01, -0.471, 24.93, 24.93
344.09, 1989.89, -0.471, 24.93, 24.93
344.31, 1989.78, -0.471, 24.93, 24.93
344.53, 1989.67, -0.471, 24.93, 24.93
344.75, 1989.55, -0.471, 24.93, 24.93
344.98, 1989.44, -0.471, 24.93, 24.93
345.20, 1989.33, -0.471, 24.93, 24.93
345.42, 1989.21, -0.471, 24.93, 24.93
345.64, 1989.10, -0.471, 24.93, 24.93
345.86, 1988.99, -0.471, 24.93, 24.93
346.09, 1988.87, -0.471, 24.93, 24.93
346.31, 1988.76, -0.471, 24.93, 24.93
346.53, 1988.65, -0.471, 24.93, 24.93
346.75, 1988.53, -0.471, 24.93, 24.93
346.97, 1988.42, -0.471, 24.93, 24.93
347.20, 1988.31, -0.471, 24.93, 24.93
347.42, 1988.20, -0.471, 24.93, 24.93
347.64, 1988.08, -0.471, 24.93, 24.93
347.86, 1987.97, -0.471, 24.93, 24.93
348.08, 1987.86, -0.471, 24.93, 24.93
348.31, 1987.74, -0.471, 24.93, 24.93
348.53, 1987.63, -0.471, 24.93, 24.93
348.75, 1987.52, -0.471, 24.93, 24.93
348.97, 1987.40, -0.471, 24.93, 24.93
349.20, 1987.29, -0.471, 24.93, 24.93
349.42, 1987.18, -0.471, 24.93, 24.93
349.64, 1987.06, -0.471, 24.93, 24.93
349.86, 1986.95, -0.471, 24.93, 24.93
350.08, 1986.84, -0.471, 24.93, 24.93
350.31, 1986.72, -0.471, 24.93, 24.93
350.53, 1986.61, -0.471, 24.93, 24.93
350.75, 1986.50, -0.471, 24.93, 24.93
350.75, 1986.50, -0.348, -6.16, 6.16
350.75, 1986.50, -0.225, -6.16, 6.16
350.75, 1986.50, -0.102, -6.16, 6.16
350.75, 1986.50, 0.021, -6.16, 6.16
350.75, 1986.50, 0.145, -6.16, 6.16
350.75, 1986.50, 0.268, -6.16, 6.16
350.75, 1986.50, 0.391, -6.16, 6.16
350.75, 1986.50, 0.514, -6.16, 6.16
350.75, 1986.50, 0.637, -6.16, 6.16
350.75, 1986.50, 0.760, -6.16, 6.16
350.75, 1986.50, 0.884, -6.16, 6.16
350.79, 1986.55, 0.884, 6.16, 6.16
350.88, 1986.69, 1.071, 6.16, 24.93
351.00, 1986.91, 1.071, 24.93, 24.93
351.11, 1987.13, 1.071, 24.93, 24.93
351.23, 1987.35, 1.071, 24.93, 24.93
351.35, 1987.57, 1.071, 24.93, 24.93
351.47, 1987.78, 1.071, 24.93, 24.93
351.59, 1988.00, 1.071, 24.93, 24.93
351.71, 1988.22, 1.071, 24.93, 24.93
351.83, 1988.44, 1.071, 24.93, 24.93
351.95, 1988.66, 1.071, 24.93, 24.93
352.07, 1988.88, 1.071, 24.93, 24.93
352.19, 1989.10, 1.071, 24.93, 24.93
352.31, 1989.32, 1.071, 24.93, 24.93
352.43, 1989.53, 1.071, 24.93, 24.93
352.55, 1989.75, 1.071, 24.93, 24.93
352.67, 1989.97, 1.071, 24.93, 24.93
352.79, 1990.19, 1.071, 24.93, 24.93
352.91, 1990.41, 1.071, 24.93, 24.93
353.03, 1990.63, 1.071, 24.93, 24.93
353.14, 1990.85, 1.071, 24.93, 24.93
353.26, 1991.07, 1.071, 24.93, 24.93
353.38, 1991.29, 1.071, 24.93, 24.93
353.50, 1991.50, 1.071, 24.93, 24.93
